text	label
This is the mentality governments and people don't understand. Muslims put their religion above everything, including laws and allegiance to country. This causes a lot of cultural issues and integration problems because everyone else who lives in their country expect those who migrate there to put the country first.	0
take him in a room with a sharp knife and peel his skin off very very slowly,when hes done do the same to the judge	0
Help us God!	0
It's been a problem for years but all governments have been scared to say or do anything about it,they are lucky there are a lot of left wing sheep and easy going people in the uk or the streets would be running with blood	1
This crisis will only end if there is peace and everyone will stop blaming each other. First, the UN and esp the Arab and Gulf states and Russia need to work together to obliterate ISIS and then they can deal with Assad and what is left of Syria. I find it odd, that the UN worked together to get rid of Milosevic but have done nothing to get rid of Isis, which is 10 fold more horrific. After this, Syria needs to be partitioned off just like Bosnia was to end the war there, with each sect getting a different partition, but still under the country of Syria as obviously these people cannot get along.	0
It's easier to be safe and hate a rasist than to go out on the streets to protect women from being raped. It's all a matter of choice. Some people choose the gun, some people choose the megaphone, some people choose the hand, and some people choose the iPhone. What will you choose?	0
"Islamist apologist cancerous "" Guardian "" brainwashing leftists, edited out the entire video. This is the attitude of why the left is dying. Thankfully. Go SDU."	1
Whatever they do, DO NOT ASK THE USA. We can't even figure out how to do this ourselves!!	0
But you have no firearms to protect yourselves with.....	0
Like most muslims Sam Ali rushes to say these muslims are not muslims BUT they are muslims --- if these muslims are known to other muslims who live locally and know they are preaching hate and training children to be bombers why have THEY not killed those hate preachers themselves ?? It's all allowed to happen because it furthers the aims of Islam -- world domination	1
Sweden has let in 200 000 mostly males from the Middle East! Most without even showing a passport ! That is extreme! Rapes have sky rocketed! In proportion to the population it would be as if USA let 5-6 million in! Some of witch are part of terror organizations! They don't let in one person! You from P.rico should know how hard it is to get into the states You don't think people would get mad if there were no borders ? There are soon 107 males to every 100 women in the country! You expect women to cheer that ?	1
@Habab Mohd. One in four babies born in London last year, had parents that were not UK nationals. This, in itself, represents the receipt of benefits, and with all of what goes with that for the future, schooling etc, it represents a great deal of resources. It is not being bigoted to recognise the facts. It is being bigoted, though, to suggest it is bigoted, just because they are facts you may dispute, or they just don't suit you.	0
Attention seeking...shame	1
Do you understand that not everyone who would like to donate to the British in need, or to any charity in fact, don't have the financial situations to do so. Wages are very low for some. Doesn't mean people don't have the right to their opinions. Also, how dare you call people who care about the homeless, idiots! So people who want to see them have a better life are idiots???? Tut, tut. Your post is a perfect example of double standards.	1
"One cannot simply ignore the facts that DMT proves all religion and all conciousness as one. People in Sweden should start taking stands on this topic before they adress any political issues or agendas. If they dont understand how we got here (shamanism and DMT use) there really is no good idea to listen to them as they have no understanding at all what they are doing. If you watch the videolist I shared you will notice that these problems in peoples minds will be solved when the get the medicine they need. Also people may start knowing a little bit more about the real world other than the cultures they enjoy and live in as time/money, materialism, christmas, easter ect. What every human should know about is Shamanism, DMT, Ayahuasca, Psilcoybin, Religion, Christian gnostic. Conciousness. For me its very obvious that humans became humans by eating psilocybin mushrooms. Mushrooms are the largest organism on earth and has been here for over 500 million years, so life could have been seeded on this planet by mushrooms spores. The psychedelic experience is the origin of all religion, meditation is techniches without any ""tools"". Before Christ there was the Elusian mysteries. I think the first topic to deal with is heal the sick. Educate people about the solution and the real problem. The real problem is us, our egos and the money we use, the systems we serve ect."	0
judging ROMANI gypsies (they are different from Romanians - please understand - different ethnicities) - the people they are talking about, after the group that migrated and started creating problems in that part of Sweden, its like me thinking ALL swedish people are racist idiots, just by looking at this video. Which would be a pile of crap. Romani gypsies, Romanians and Swedish people generally can be really interesting hardworking and even amazing, all with their histories and sometimes, issues. With no hesitation though, racism is always leading to violence, never positive.	0
Are these Muslims fleeing radical Islam or are they bringing it with them to the western world? I hope it is the former.	1
"I think they meant gypsys and not romanians. In Sweden political correctness has changed the word gypsy into ""rom"", because they want to upgrade them from bottom of society. Sweden is more or less like east-Germany, and Sweden democrates are the only opposition. The other 7 political parties all agree that mass-immigration is good for Sweden, although its destroying our country. So, these boys need to study the english language a few years more!"	1
That's a fair question John but it definitely will never happen	0
Puck you, go back home you cowards and fight!! You killed them!!	1
Typical gutless men, cannot do the job themselves so they recruit vulnerable young children, who dont realise the consequences of their actions.	1
Isn't he a big liar?	1
close the borders	0
look at the flag,proud to be british	0
Don't say no. If you say no, you are a hypocrite.	0
Use em all as fish food	0
But they grow	0
How do you delete Woodrow Guthrie?	0
Thank you so much Jeray! These stupid slugs don't represent me.	1
Woman are worth only half a man 😂😂😂 You sir are hilarious😂😂 May I remind you women are worth just as much as men Infact A daughter holds the key to heaven for the father A wife holds half her husband's deen And women are held do high in esteem, heaven lies beneath her feet	1
https://www.youtube.com/watch?v=-BDqzmG-rH8	0
- Sounds like you consider your woman/women to be your possessions, and it almost sounds like you don't like having to pay out for your family. You and I both know that it's not Islam that treats women badly, it's people who change the meaning of the Koran, who pervert its teachings to their own ends. I am sure you are a good man, but too many men in Islam are not.	1
HE WAS THE TRAFFICER - he and his family were living in turkey already for 3 years.	1
You're right, that old man and those kids look Taoists.	0
matt you were paid to be there thats not charity and giving a tenner to one charity once a year at xmas doesnt make you jesus especially when you comment complaining about other people being kind to each other. and the irony pointed out by vishal is hilarious youre an idiot.	1
protect the country of england	0
Salute, my sister...	0
And now they are calling on the western world, again, to keep paying for these criminals, and give them free run. Look how thats turning out for Europe	1
How many are real refugees?	1
John Because in Sweden women actually files charges. Thats a good thing. LARGE amount of statistic darkness in your claim.	0
Don't blame me I voted UKIP and we told you so	0
No Erin Lee, human history thrives when there is no inbread. You can't marry your cousine like muslims do. Your children will have a big risk of being retarded if you do. In Palestine hospitals are filled with retards, who no one wants.	1
How about if people could stay at home and not kill each other? Too radical an idea? OK, how about if foreigners didn't disrupt the country (yup, it was Syria) that took more Iraqi refugees than any other?	0
That is way over the top why is there not a target on such dirt as he is.poor children haven't got a life as long as the scum walks on this earth death penalty.	1
Again old men telling g the young it's good to die for Islam but not willing to do it themselves ,says it all that Islam is a load of rubbish	1
Also, the national identity you're referring to means to be able to be racist (yeah tough luck the term applies to racists) and long for a never existing 1950s-nostalgic wonderland where you are the norm and everybody else needs to obey by you rules. I.e. a fascist dream.	0
In one of your soera's is witten,everybody thats not moslim, should be killed or turn moslim. Wel, if that's not a occult and massmurder and sick thing ,then you or brainwashed. Islam is turning everybody against them. There or 2 big Evils in this world. 1 Religion. 2 Corrupt and evil goverment's/ coöperations. I will never never accept The mass of the 1 and the 2's ALL over the world. Every Evil has come from them	1
If Germany wants them the german gov should charter a boat from syria direct to Germany	0
👍🏼👍🏼👍🏼👍🏼👍🏼 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼	0
totally self appreciating. Dogooders suck!	1
"if you think that is the christian view then you are wrong. Read the new testament witch is what the most christians belief is rooted at. 1 Cor 13, 1 John... And so on says that you should love everybody... And there isnt saying anywhere that its OK to own slaves, beat children, rape and so on... Guess you should read too and not just ""pick and choose the bits"""	0
Ancient Hindu religious literature called'Shastra' tells that; POWER OF BHAGAVAN (Gods) COME FROM SKY &POWER OF ASHUR (Demons) COME FROM PATAL (Under Earth or Under Ground) This Shastra lines in Eng.Mid Day newspaper, on some other Hindu story guided my profound study of different subjects to solve Most Mysterious Question & Problem in Human History. South Asia has Long Earthquake line from Assam (India) upto Syria,Rome,Israel. (Check on Google image) in crescent shape. Strange thing is that Most of the religions are founded on or near this Earthquake Belt &has history of bloody wars & fundamental people & barbarism against women. Wars of Mahabharata,Karbala,Panipat,Kurushetra,Afghanistan wars,Iraq -Iran of Siha and Sunni,Crusification of Jesus by Romans and Jews,Roman empire with barbaric rules & killings,Iran empire,Egypt empire & ISISI,Taliban, etc. Are chain of barbaric bothering old & new so called intelligent & civilized with messed up reasons, fueling anything since centuries.	0
https://petition.parliament.uk/petitions/106477	0
No they don't.	0
Well said	0
Dad's fault !!!	1
I'm Muslim and don't wear one. It's a choice.	0
.. One Month of Islam and Multiculturalism in Sweden: October 2015 http://www.gatestoneinstitute.org/6940/sweden-islam-multiculturalism-october	0
Because Saudi Arabia and the other countries are enemies.	0
25% of the population supports them! Over half the population agrees that they have the best immigration policies! Sorry: what you read from our left-wing media doesn't represent the people	1
"why is there always one arsehole like you in every thread? It doesn't really matter if people make errors when making hasty arguments on the internet Why don't you fuck off back to school as well. Your statement is extremely poor and less than basic grade English. ""God-awful terrible"" I don't even know where to begin on this. It's almost like you don't actually know anything about sentence structure. It's extremely embarrassing for you to come here and have a go at others for their written capabilities, yet have extremely poor written skills yourself."	1
Thanks Simona. As an Italian as well, I agree with you 100 per cent.	0
Isn't elderly jihadist a conflicting term ? Somebody strap an underwear bomb to his head and light it.	1
Oh really... Finally noticed have you.	0
Isis: ISLAMIC state... >nothing to do with Islam. Yeah right	1
What do you mean for you they weren't in? We are. That's a fact.	0
Well, except for those filthy Rumeniens, Jonesy...	0
She don't love her neighbor. She loves attention. This makes me wonder if she even got her job based on merit.	1
WTF as that got to do with the UK and Christmas???	0
Our world is a global network borders all borders need to come down	0
Yes for the most umpteenth time. Why is it that the Daily Mail actually supports the Conservatives when they should know that they are not going to do anything?	1
Oh Europe... This girl from Oklahoma hates seeing this happen to you! Please stand up for yourselves and stop this asap!!! They will regret letting them in!!! Prayers for you all! ❤❤❤	1
When that blonde girl said that she didn't want to go out alone in the dark I don't know what she was complaining about. When they were walking through that shitty part of town and a bunch of young men were leering at her, she probably would have felt perfectly safe without the camera crew and male companion there.	0
http://betagoogle.com/refugees.html	0
Can you show us where the hell is Romania on the map, plz? But, without using Google maps, can you? What if I'll ask you what is the difference between rroma ppl and Romanian ppl, without using wikipedia free encyclopedia, hmm ?! I personally can tell you that ignorance, in a physical form, looks just like you, nazi lil' dick :(	1
what a great christmas whish from a muslim!	0
Whatever gets you in the news nowadays. If she wants to wear it, then let her do it.	0
but they do preach Islam don't they it's in the news ffs before bombing they shout the name of your god don't tfey	1
Thank you for that.	0
Max, you are talking with knowledge and experience - that's two things that the Ukippers can't deal with - they'll just choose not to believe you - I'd save your breath.	1
Nicely put Pete!	0
https://www.youtube.com/watch?v=bJ2w9PuIipc	0
so obvious that all your news been censored!! so many stupid good for nothing comment, it our choice what we wear!! non of your business	1
U never mentioned the ppl that love to wear the headscarves ... thats mean u r just a hater ... no respect for ur opinion if u disrespect ppl and spread ur hate	1
Soooo... killing refugees with swords and burning down their houses is not terrorism because is done by some swedish scum... hmmm, interesting... Great elite Sweden!	1
Why are racists so afraid of calling themselves what they are? A showel is a showel and shit is shit!	0
R we really interested	0
This is what migrant in Europe do to people https://www.facebook.com/1601360926768290/videos/1694887824082266/	0
Brits prefer being cocks in the Commonwealth to chickens in the EU.	1
Mary mother of Jesus is depicted wearing it in every portrait. Christians are such hypocrites	1
Helping is better than you close your border	0
In this video we can CLEARLY SEE HOW they come to Europe just for the benefits... https://www.youtube.com/watch?v=dKfdPw1bR-A	1
So we are talking about net migration - so this is everyone including students, visa's, job migrants etc - people coming in and out. This is nation wide and probably not concentrated to a particular region or area - without further research it would be difficult to give an accurate answer. But it would be plausible to assume that majority would be here not to settle, but to study/work. From the same govt website - Study remains the most common reason stated for migrating to the UK.	0
How much will a EU tomato cost when we leave Europe?	0
Kidish	0
It's impossible to argue with insane people. Truly a disturbing view on human rights and life.	1
No it's not immigration its racism just call it how it is. Noone cares about immigration, because noone cares about the fact that equal amounts of Britons migrate out each year as other EU citizen immigrate in.	0
Wish to hell they would leave the e u sick and tired of there moaning be better still if the eu kicked them out	1
Thank u jeray! These embarrasing people did not build my beautiful country with our wealthfaresystem! They sure try Their best to destroy a lot of good things, but the rest if us are stronger and smarter... And it counts!	0
I'm all for immigration as long as its legal, Britains multicultural and I believe should stay that way. I've not fallen for the anti foreigner propaganda in the -press like many others have, they haven't ruined thus country Labour did that and they don't drain the welfare state or nhs as the press would have people believe	0
Germany made a huge mistake	0
I can't find any to ask...	0
Germany's earlier positivity has now turned to darker tones. They are choking on migrants now: http://www.spiegel.de/politik/deutschland/thomas-de-maiziere-wir-koennen-nicht-alle-menschen-aufnehmen-a-1053662.html	1
Filthy Romanian?! Ok!!! But, first, From what I see they forgot the nazi ocpațion, and maybe if they killed more of them, maybe they was remember more better what is racism and how effect the humanity, and, second, don t come to Romania, we don t want to see and interact with this kind of idiots, we are better than that idiots! And if someone want to ask „How?” the answer is simple: we don t have so much evilness in ower souls, in every period of that damned history, the romanians wansn t forgot to be at fisrt, humans.	1
How can I show solidarity with our Muslim brothers? Blow up a bus?	1
Lock down the lot don't let no one in sort out our own problems first	1
Well done. I don't agree with the whole refugee, migrant scam issue in general and certainly don't think huge numbers should be allowed into the uk or europe, but if these funds help improve the lot of genuine refugees over in the middle east it's to be applauded.	1
We would... But you want to come to UK or Germany for their welfare system, be happy you can go to Romania or a similar country, it is not in war. Even Lebanon. Genuine refugees are a minority in all of this.	1
hopefully they'll see more than 5p in the £1	0
Snipers at the borders.	0
Doesn't matter how many they've taken they should take the lot Europe don't need	1
Khaled there is plenty of religions out there which arent misogynistic cults, thaoism and Buddhism to name few	0
If you are in doubt, just read the Quran.	0
you ain't really made anyone think you have half a brain with your comments	1
Exactly, he's had his whole life to be one.	0
Idiot	1
*European Union Alot of Europe is actually completly fine like Poland and the Swiss.	0
Maria Forsten, the right word is gypsys not romer people. Romer is political correct language, unique for Sweden. Zigenare is the right word in Sweden	0
Media is evil	1
I'm in absolute chock due to the fact that members of the Sweden Democrats actually has the ability to outer some words in english. If only their other abilities were as strong.	1
the migrants should travel to Saudi Arabia with all the rest of their brethren pilgrims headed for the Hajj. Why are they ignoring their religious duty?	1
Open your doors and open your wallets and get a second job ... they are just trying to break you financially , so let them ... then everyone will be equally broke and worthless!	1
Have you guys read the hatred comments to all BBC posts? It worries me!	0
I like the EU. Realistically, it's the only way to compete with China and America on a level playing field.	0
Step 1. Media outlets like yourselves stop hammering the public with sentiment inducing propaganda about how these migrants are 'desperate' and 'fleeing a warzone' Step 2. Start reporting and showing UNBIASED coverage of the animalistic behaviour that this mainly fit healthy male army is exhibiting on their rampage through Europe	1
The written language in this thread is absolutly god-awfull terrible. Back to school the lot of you. Before you get to have an opinion, learn to read and write , then come back and make a ledgible statement.	1
As you see. Lefties don't even know what national identity is. They don't care about their country	1
Why has he not killed himself yet then if he thinks that's what your meant to do , bloody idiot	1
SLAM the doors SHUT !!!	1
You could if you invested in it instead for example your nuclear wepons and associated arsenal, or stopped mantaining military bases arround the world in places like Latakia and Dekelia where the UK has no more land than the military bases themselves.	0
It's sad to see tolerant people turning into extremists :( The world is changing now, so we should change as well. now we should think global not just about our own town or country. I agree to some extent that there should be a proper plan for taking in the asylum seekers but sometimes it gets hard because those are also human beings whose homes are destroyed by terrorists and they are in desperate need of help from rest of the humanity. If we don't help our fellow humans then who will help them? a cow? or a lion?	0
i would vote out,we need to run our own country without interferance from others	0
go & bang on no 10's door..plenty of room in there👌	0
NO!	1
You will be even fuller if every country you colonised chose to send your detritus back to Britain.	0
Blown up in the head!! Leave kids alone!!	1
Growing tensions? What a surprise!	0
When it comes to culture and heritage I think of it like colours. Keep them in their primary colour and they are beyond bright and beautiful with so much depth. Start mixing all colours together and what do you get????lots of strong pigments trying to over power one another resulting in A big brown greyish mess. I think we should all love and respect all colours- I just think they are best kept separate	1
Peace in Syria would be a good starting point.	0
https://petition.parliament.uk/petitions/106477	0
Stefania, lol i don't really care what you think???	1
So, terrorists are not Islam, but Buddhist are terrorists?? . Funny	0
"I am proud to be a Romanian and I'm proud of our cultural heritage. Sure Romania has its problems, but let's not forget that many ''filthy"" Romanians have contributed to the progress of modern-day European society., e.g. Henri Coanda, Emil Racovita, George Emil Palade, and the list can continue... But what can you do... haters gonna hate. #small town mentality"	0
machine guns. Illegal , economic terrorist migrants.	0
Nuh	0
"I'm so ashamed to be Swedish, listening to these ignoramus dipshits going on and on about ""their"" Sweden. Believe me when I say that THEIR Sweden isn't OUR Sweden. Every day is a fight against SDU and SD, a fight for compassion, love and acceptance. A fight to educate people to embrace cultural differences instead of shying away from them. We are better then this and we will prove it. I just hope it happens sooner rather then later."	1
And what good will that do except keep her head warm	0
Yes I understand what you are saying as you Karen are racist. Every post I write on you call me 'Indian' and use it as an insult. You can't even tell the difference between nationality and ethnicity. I was born in England. My parents were born in England. I've never been to India yet your racist mind can't get past the colour of my skin. I'm British whether you like it or not you racist bat. You judge people based on skin colour and ethnicity even though it's completely irrelevant to what they're saying, which is to be a decent human being. My points are clearly lost on you as you're not a decent human being.	1
Yeah man	0
"they have nothing to do with islam. where is the Aya. ""if you save one person is like you save all humanity. and if you kill one person is like you kill all humanity."""	0
real Christians are few and far-between these days.	0
Bravo Hungary!	0
If you were to condense every single person on the planet into an area where they each had a 1m perimeter around them, they would take up a space roughly the size of Texas. The planet is fine in terms of capacity.	0
Kill them before it's too late. I mean just them not air strike and free killing of innocents	0
That's a long way.	0
Will she also go out and get raped and beaten to show solidarity with Muslim women? These social justice warriors need to learn to commit.	1
Brainwashing. Disgusting. They should be ashamed of themselves because they know better but those boys don't understand and are innocent. Lambs to the slaughter.	1
A	0
I wonder why the refugees chose to migrate to Europe instead of other Arab nations.	0
Awww I loved Rod Hull & EU as a kid	0
I am yet another who live in Malmö, in what I assume you are calling a NGZ, though I have never heard it called such, in Seved, on Rasmusgatan, and while it's not perfect, it is a lovely rich community to live in.	0
but let's be realistic.. Sweden is already ruined because it moved from nanny state socialism into sudden competitive and money draining EU, at about the same time as it ran out of funds built up since WW2 from selling arms to both sides.. and while it's on its knees suddenly it gets shed loads of immigrants. This has nothing to do with racism:- it just doesn't work economically, no matter how one massages the statistics. And why are people 'refugees' traversing peaceful lands to get here? At that point they are no longer refugees, if they ever were, but economic migrants. There's more to it than that but that's the nutshell version.	1
the Global North goes to war for 'its people' and then goes beserk with 'those people' from victim countries demanding justice. if Europe wants to fund ISIS this is the best way.	1
We're not a fucking rape capital. This is exactly the kind of crap the SD and SDU are spreading, trying to justify whatever they do to or say about immigrants. http://www.bbc.com/news/magazine-19592372 And Peter: Economic collpase in Sweden? Now that's just a laugh.	1
Human Tsunami flooding in to Europe.	1
Qassem Soleimani Cruel? It seems the guy is a thieving lieing scum bag responsible for his own child's death.	1
Tell the whole story baby...after Croatia where are they going? In Italy as usual.	0
so you don't know what happened in middle-age? do you?	0
In EU, this migration is just the start of crisis. Europe's identity, culture, history & heritage risk extinction ... There are pockets in UK where the Writ Of State hardly runs ... Evidence may be viewed on YouTube ... It's frightening. David Cameron François Hollande Angela Merkel Werner Faymann Charles MICHEL Jan Peter Balkenende Erna Solberg Stefan Löfven Helle Thorning-Schmidt Orbán Viktor Ewa Kopacz Mariano Rajoy Brey Dilma Rousseff Malcolm Turnbull Stephen Harper	1
So, you don't know about the fight between Truth and Falsehood...now do you...!?!	0
Those guys are bright. I'm sure they knew it all along.	0
The west should help and accept them, they are the poor guys same as the rohingya who need helps	0
That is a very good point bit like the way many people don a Kilt for New Years Eve they don't broadcast that either Kurt Steiner.	0
Many Muslim women choose not to wear headscarves and many feel pressured into wearing them. Wearing a headscarf to show 'solidarity' with Muslim women is idiotic.	1
The daily bigot bating post then. Let's be fair they never disappoint. Right wing hate filled daily mail reading ass holes all over it.	1
"You mean ""why have a different opinion"". I'm surprised I've not been called a bigot yet."	0
My GOD Sweden has Leftie facists.. reading all this shite on here..I hope Muslims do take over your country and all you leftie swedes LOOSE everything.. never read so much shit in all my life!!	1
No borders or rules?? Seriously europe?	1
Uruguay accepted 8 families. They don't adapt, complain all the time and cause disruptions. One of the families had enough money and went to Turkey - because what they really want is Europe - and since Turkey didn't let them in, they stayed 2 weeks at the airport and came back to Uruguay.	1
Anthony, can you see the flaw in that philosophy that we live on a finite planet and Britain is is infinitely more finite?	0
http://youtu.be/WchMcUr-qd0 This is the poor migrants on röszke 2 hungaryan border bbc is lying. We know the truth bc we live in here.	1
Frightening !!! What Do Normal Muslims in Europe Think (Mostly Young!) ? https://www.youtube.com/watch?v=EYAcLudBbhg&feature=youtu.be	0
We in Sweden call them Swedish DAESH =SD because they salute the fires of the refugeehomes and they salute the Killing in the school..they are a rasist facist parti and they make Sweden look very bad country..,	1
@Simon. Something similar, to that, perhaps.	0
Do you have wine ? I'll join 👍🏻	0
Europe is being invaded	1
77.6% of all rapes in Sweden are perpetrated by foreign born Muslims, the Guardian likes to forget that little detail.	1
Go to Russia? They will help you	0
WHAT ISLAM IS NOT If you live in the west and are concerned about Islam and Islamization in your country,then this video has a message for you! https://www.youtube.com/watch?v=VEXWjlgJ83E&feature=share	0
I don't see that leaving Europe necessarily means immigration has to stop. It would just give us more control over it, surely?	0
"Only narrow-minded people from SD can state these xenophobic ideas! They should read more history about the other nationalities that live in Sweden before starting to label someone and also Giovanni Sartori's book ""Pluralism, Multiculturalism and Foreigners: an Essay on Multiethnic Society""."	1
Meh. The roads are full to bursting because every twat in the country thinks they must make every journey, on their own, by car. The NHS isn't collapsing- it's being deliberately primed for privatisation.	1
Deflina What are you taking about is something not accepted in islam nor in any other religion, give me a religion that give the right to a women to have sex with many partner..	0
Send them to russia & china, plenty of room there!	1
Spot on	0
question is how did they get into Serbia in the first place?	0
I know a lot of non-Muslim women who wear headscarves, actually. The Queen, for example. And my mother, when it's windy. (She's definitely NOT a Muslim.) Back in the 70s I wore one myself, tied peasant-style at the back of the head, as it was very trendy at the time! I think this is a bit of a stunt but if this teacher wants to wear a headscarf I can't imagine what the big deal is!	0
Hahahaha 😂 We, filthy Romanians look 10000 times better than any of you, ungly & racists snobs!	1
Libyans overthrew and killed Khaddafi themselves.	0
So how come a week ago 61% were in favour of staying in?	0
LOL, have you even seen Buddhist preachers teaching their peers or kids for killing other or to become a suicide bombers?	0
Are you speaking to me?	0
You know, there's a reason why you Brits don't like immigrants. It's not exactly the most valuable people who leave their country, because they can do well in their homeland, too. Everytime I met my fellow countrymen abroad, I felt ashamed. It's just that, get your facts right before you start bashing others, because not all the immigrants are worthless lazy twats on benefits. And hey, it wasn't actually the cream of your nation who went to colonise America - and see what you did?	0
"Rövén o Co är ansvariga för eländet. Här FÖRSVARAR en massa stolpskott vad som pågår. Svennar är nog som Tyskarna alltid sagt ""Det Dumma Folket"". BLA BLA BLA"	0
It's not about religion it's about #Humanity #WorldPeace 💙	0
Lol i hope not. From afar as an american i think the uk is a great country and i would love to work there. And you dont want the dollar its worthless in almost every eu country.	0
Du kan ju inte vara seriös?	0
Another Attention Seeker!!!!!! Ignore her.	1
Daniel Paul Wand Does that include Swedes who are returning? I don't know, do Swedes follow an ideology whose founder slaughtered people who refused to believe in the same sky fairy as him and which to this day executes people for apostasy under its system of law? Does this ideology preach that women are second-class citizens and homosexuals are criminals?	1
"If you did your homework, you would have known that SDU is no longer part of the sweden democrats. Because they were too radical. ""Sweden Democrat Youth (Sverigedemokratisk Ungdom, SDU) was the youth league of the Swedish political party Sweden Democrats (Sverigedemokraterna) until 12 September 2015, when the party announced that they would break with the youth league."" https://en.wikipedia.org/wiki/Sweden_Democratic_Youth"	0
Sweden, who just kicked out the neoliberals, found that safety net destruction was the source of anxiety, not job competition. The far right found little takers.	0
Just look at the Swedish Election results in the 2014 there you can see for yourself. If they get 13 % of the votes then I draw the conclusion (based on my mathematical skills) that 87 % don't want them to rule and doesn't sympathize with them.	0
Invaders should be met with force, not open arm.	0
"It's starting to look like these are strategically planned ""migrations"". When a country has more than 1/3 of its population being replaced by a completely different culture and race, the foundation of that country ceases to exist. Europe needs to be very careful. This is now not a case of being humane anymore. European countries are on a very precarious situation."	1
90% of the people in Syria, are Muslims, Too difficult to know who are the good ones and the bad ones.	0
testimone oculare	0
"Very one sided piece indeed. But like everything in life, there are two sides to a story. The arson at asylum facilities and the repulsive quote that drew all the clicks (let's face it) are appalling indeed. But this sort of social convulsion is hardly surprising during such a refugee crisis coupled with large scale terrorism. These are times when the bad guys got inside Europe together with the good ones who genuinely needed help. Everyone is scared and it's only natural that most people will turn against mass immigration under these circumstances. There are other factors such as the loss of identity a country goes through - a country with reduced population at that, which would see its ethnic composition warped, and the economic impact it would have. But for the most part, these people are worried about their country - a free, liberal, modern country with freedom of expression having its identity warped by the ascension of radical, intolerant forms of religion, by people who refuse to integrate and embrace another culture. This is maybe the biggest worry. It struck me how naive the reporter sounded (or maybe she has precognitive powers) when she said ""it has worked in countries like the UK"". Well, has it? Look at some things that happened in Luton not long ago. Let's wait another 20 years and we'll see if it really worked out for the UK."	0
"to say that they represent the whole Swedish society would be wrong but to say that they are only an exception and that they only represent themselves is also false, because weather the Swedish people likes to admit it or not. There are a lot of people that shares their view in Sweden otherwise why are they the third largest party in Sweden and are unfortunately on the growth? And denying there existents and the racism in Sweden will not help anyone and it will not make them go away! I think it's time for the ""nice Swedish people"" to wake up and admit that there's a problem with racism in Sweden, because as they say "" admitting that you have a problem is the first step to a solution"""	0
maybe, filthy romanian gipsy,not Romanian.in Romania live 19 ethnicity ,like gipsy(rroma people/is not the same with Romanian),turkis,maghiar,etc.Romanian work in the agriculture and farms,don t still and bag like gipsy.	0
She better be careful. ...	0
"Why does the discourse never cover extremism? There is always some religios or non-religios reason attached to this, but what really hurts all of us ""Humans"" is the extreme! So tired of the two word media version of it. ""Put your word here"" extremists. When will we all realize that we are one species on one tiny planet? I choose to be one of those that thinks humanity will see itself in the next 100 years as humanity."	0
Rahul ? Must chant daily or will be choppy head ? Best religion you gor there my friend.	1
ok so why do Isis happily shout loud and proud for Islam ? Us westerners ain't made this up maybe vent your rage at terrorists who say In the name of Islam	1
Beside F word you have my respect	0
I hope you're also helping Christian nuns in our modern days to strip off their head covers right?	0
You don't even understand the Arabic language. ...how did you know is a Fact ? Learn to love bro	0
Be prepared for rape and vilent crime in your town. But who is responsible for flooding in Europe this tons of migrants?	1
Raz Akram you're completely nuts, Europe is not destabilising Latin America, on the other hand they are business partners since Latin American economies are growing very fast. It's call business, now Mexico has opened its petrol and oil such as Brazil did or any other country in the word. Venezuela has full control over their petrol, that's why is helping them to survive their regime... There are no refugee escaping war, there is crime yes, but not war like the Arabs countries. The only difference is not only location, but the culture, you don't have wars there, no Chatolic State (such as Islamic State) exists there....	0
Michael. Question. Would one be morally ok with stabbing this guy in the ear with a pool cue? Asking for a friend.	0
"Habakkuk 1:1-11 NLT “This is the message that the prophet Habakkuk received in a vision. How long, O LORD, must I call for help? But you do not listen! “Violence is everywhere!” I cry, but you do not come to save. Must I forever see these evil deeds? Why must I watch all this misery? Wherever I look, I see destruction and violence. I am surrounded by people who love to argue and fight. The law has become paralyzed, and there is no justice in the courts. The wicked far outnumber the righteous, so that justice has become perverted. The LORD replied, “Look around at the nations; look and be amazed! For I am doing something in your own day, something you wouldn’t believe even if someone told you about it. I am raising up the Babylonians, a cruel and violent people. They will march across the world and conquer other lands. They are notorious for their cruelty and do whatever they like. Their horses are swifter than cheetahs and fiercer than wolves at dusk. Their charioteers charge from far away. Like eagles, they swoop down to devour their prey. “On they come, all bent on violence. Their hordes advance like a desert wind, sweeping captives ahead of them like sand. They scoff at kings and princes and scorn all their fortresses. They simply pile ramps of earth against their walls and capture them! They sweep past like the wind and are gone. But they are deeply guilty, for their own strength is their god."""	1
I guess she is preparing for the future	1
"They use the term ""democrats"", just like ""German Democratic Republic"" (East Germany) or ""Democratic People's Republic of Korea"" (North Korea)."	0
Obviously not his bag then so far getting to such a ripe old age.	0
EU would regret someday and then it will be too late.	1
JC not happy with that one,as the Muslims look on him as a lesser prophet only.!!!	0
Machine gun them or attract sharks and sink their boats 🚣 😂	0
Good do something figure it out you people.	0
Oh they are actually being classified as migrants now and not refugees. They are safe where they are why the need to get to Germany or the UK!? Other than benefits and handouts which people need already in the UK and don't get	1
Lıving workıng ın turkeyfor 3 years then the call of european benefıts got too strong to ıgnore.Thıs mans GREED kılled hıs famıly and others who paıd hım to help them Why should eu help for free when scum lıke hım charged hıs own kınd.	1
Why doesn't he just blow himself up and let the kids have a good life?	1
